,Average,Minimum,Maximum,Date,Month,Year
291,24.52,22.83,28.04,18.0,10.0,1908.0
292,27.98,26.68,33.96,19.0,10.0,1908.0
293,22.14,19.560000000000002,25.28,20.0,10.0,1908.0
294,27.12,23.78,29.240000000000002,21.0,10.0,1908.0
295,23.8,19.990000000000002,28.6,22.0,10.0,1908.0
296,26.06,23.259999999999998,29.119999999999997,23.0,10.0,1908.0
297,24.6,22.12,28.200000000000003,24.0,10.0,1908.0
298,23.19,21.130000000000003,26.380000000000003,25.0,10.0,1908.0
299,22.55,19.14,28.1,26.0,10.0,1908.0
300,26.13,24.31,28.259999999999998,27.0,10.0,1908.0
301,23.5,21.52,29.0,28.0,10.0,1908.0
302,24.740000000000002,21.96,30.480000000000004,29.0,10.0,1908.0
303,23.1,19.37,28.200000000000003,30.0,10.0,1908.0
304,25.57,22.33,30.14,31.0,10.0,1908.0
305,26.25,23.05,30.5,1.0,11.0,1908.0
306,22.7,19.53,25.4,2.0,11.0,1908.0
307,22.54,19.79,27.08,3.0,11.0,1908.0
308,24.14,21.17,27.28,4.0,11.0,1908.0
309,22.32,20.46,27.64,5.0,11.0,1908.0
310,23.22,20.11,25.439999999999998,6.0,11.0,1908.0
311,23.35,20.990000000000002,26.700000000000003,7.0,11.0,1908.0
312,24.21,22.950000000000003,27.42,8.0,11.0,1908.0
313,26.53,23.740000000000002,31.060000000000002,9.0,11.0,1908.0
314,26.12,24.14,30.240000000000002,10.0,11.0,1908.0
315,24.73,23.060000000000002,28.46,11.0,11.0,1908.0
316,24.88,23.45,27.759999999999998,12.0,11.0,1908.0
317,23.84,20.81,27.68,13.0,11.0,1908.0
318,24.75,21.61,29.5,14.0,11.0,1908.0
319,24.07,22.14,27.14,15.0,11.0,1908.0
320,23.46,21.98,27.92,16.0,11.0,1908.0
321,23.59,20.78,29.18,17.0,11.0,1908.0
322,26.58,24.619999999999997,29.159999999999997,18.0,11.0,1908.0
323,27.0,24.21,29.0,19.0,11.0,1908.0
324,26.54,24.53,32.08,20.0,11.0,1908.0
325,24.21,22.34,28.42,21.0,11.0,1908.0
326,24.67,22.270000000000003,27.340000000000003,22.0,11.0,1908.0
327,26.13,23.09,30.259999999999998,23.0,11.0,1908.0
328,24.82,21.61,28.64,24.0,11.0,1908.0
329,26.88,23.53,32.76,25.0,11.0,1908.0
330,27.25,25.85,31.5,26.0,11.0,1908.0
331,23.16,19.88,26.32,27.0,11.0,1908.0
332,27.64,24.43,31.28,28.0,11.0,1908.0
333,24.56,21.79,30.119999999999997,29.0,11.0,1908.0
334,22.23,20.72,25.46,30.0,11.0,1908.0
335,24.16,20.31,29.32,1.0,12.0,1908.0
336,23.25,20.88,26.5,2.0,12.0,1908.0
337,26.37,23.3,31.740000000000002,3.0,12.0,1908.0
338,27.62,24.41,32.24,4.0,12.0,1908.0
339,23.79,19.93,26.58,5.0,12.0,1908.0
340,24.98,21.23,30.96,6.0,12.0,1908.0
341,27.98,25.34,30.96,7.0,12.0,1908.0
342,24.95,23.919999999999998,30.9,8.0,12.0,1908.0
343,24.02,22.62,27.04,9.0,12.0,1908.0
344,25.94,22.91,31.880000000000003,10.0,12.0,1908.0
345,27.82,24.15,30.64,11.0,12.0,1908.0
346,24.34,22.259999999999998,29.68,12.0,12.0,1908.0
347,27.05,23.61,29.1,13.0,12.0,1908.0
348,27.35,24.87,30.700000000000003,14.0,12.0,1908.0
349,26.1,23.93,28.200000000000003,15.0,12.0,1908.0
350,22.86,21.68,27.72,16.0,12.0,1908.0
351,24.1,21.94,26.200000000000003,17.0,12.0,1908.0
352,23.69,21.43,26.380000000000003,18.0,12.0,1908.0
353,27.77,25.06,32.54,19.0,12.0,1908.0
354,24.55,22.05,29.1,20.0,12.0,1908.0
355,22.16,20.92,24.32,21.0,12.0,1908.0
356,27.810000000000002,24.630000000000003,30.62,22.0,12.0,1908.0
357,22.26,20.860000000000003,26.520000000000003,23.0,12.0,1908.0
358,24.16,21.93,29.32,24.0,12.0,1908.0
359,23.18,20.97,25.36,25.0,12.0,1908.0
360,24.69,23.0,30.380000000000003,26.0,12.0,1908.0
361,22.71,20.04,27.42,27.0,12.0,1908.0
362,23.05,20.67,27.1,28.0,12.0,1908.0
363,23.57,21.830000000000002,29.14,29.0,12.0,1908.0
364,26.4,22.79,30.799999999999997,30.0,12.0,1908.0
365,26.8,23.8,30.6,31.0,12.0,1908.0
0,26.93,25.68,30.86,1.0,1.0,1909.0
1,21.93,20.77,24.86,2.0,1.0,1909.0
2,22.37,19.91,27.740000000000002,3.0,1.0,1909.0
3,21.27,19.89,26.54,4.0,1.0,1909.0
4,22.97,20.349999999999998,28.939999999999998,5.0,1.0,1909.0
5,23.36,20.009999999999998,27.72,6.0,1.0,1909.0
6,25.02,23.919999999999998,29.04,7.0,1.0,1909.0
7,21.72,19.299999999999997,27.439999999999998,8.0,1.0,1909.0
8,24.93,21.92,30.86,9.0,1.0,1909.0
9,24.59,22.509999999999998,28.18,10.0,1.0,1909.0
10,25.240000000000002,22.130000000000003,28.480000000000004,11.0,1.0,1909.0
11,26.98,23.740000000000002,32.96,12.0,1.0,1909.0
12,21.59,19.97,24.18,13.0,1.0,1909.0
13,23.47,22.08,25.939999999999998,14.0,1.0,1909.0
14,22.54,19.68,25.08,15.0,1.0,1909.0
15,25.79,23.06,29.58,16.0,1.0,1909.0
16,25.8,23.14,31.6,17.0,1.0,1909.0
17,25.43,24.08,30.86,18.0,1.0,1909.0
18,21.01,18.540000000000003,24.020000000000003,19.0,1.0,1909.0
19,22.63,18.81,25.259999999999998,20.0,1.0,1909.0
20,26.87,25.6,29.740000000000002,21.0,1.0,1909.0
21,21.23,18.4,26.46,22.0,1.0,1909.0
22,24.39,20.77,29.78,23.0,1.0,1909.0
23,23.26,19.28,25.520000000000003,24.0,1.0,1909.0
24,26.94,24.07,30.880000000000003,25.0,1.0,1909.0
25,24.9,21.189999999999998,27.799999999999997,26.0,1.0,1909.0
26,23.02,19.79,28.04,27.0,1.0,1909.0
27,21.99,18.669999999999998,26.979999999999997,28.0,1.0,1909.0
28,23.4,20.599999999999998,25.799999999999997,29.0,1.0,1909.0
29,23.06,21.09,28.119999999999997,30.0,1.0,1909.0
30,24.11,22.37,28.22,31.0,1.0,1909.0
31,26.9,25.169999999999998,31.799999999999997,1.0,2.0,1909.0
32,26.55,23.03,32.1,2.0,2.0,1909.0
33,28.740000000000002,27.1,34.480000000000004,3.0,2.0,1909.0
34,26.33,22.81,28.659999999999997,4.0,2.0,1909.0
35,25.77,24.64,29.54,5.0,2.0,1909.0
36,23.91,21.34,29.82,6.0,2.0,1909.0
37,23.32,20.3,28.64,7.0,2.0,1909.0
38,24.82,22.14,29.64,8.0,2.0,1909.0
39,23.6,20.28,28.200000000000003,9.0,2.0,1909.0
40,24.09,22.29,28.18,10.0,2.0,1909.0
41,27.21,24.71,31.42,11.0,2.0,1909.0
42,28.54,26.5,32.08,12.0,2.0,1909.0
43,26.39,22.560000000000002,31.78,13.0,2.0,1909.0
44,25.02,21.439999999999998,30.04,14.0,2.0,1909.0
45,25.34,22.43,30.68,15.0,2.0,1909.0
46,28.03,26.130000000000003,32.06,16.0,2.0,1909.0
47,27.08,25.529999999999998,29.159999999999997,17.0,2.0,1909.0
48,25.9,22.419999999999998,28.799999999999997,18.0,2.0,1909.0
49,25.09,22.67,30.18,19.0,2.0,1909.0
50,28.91,27.42,34.82,20.0,2.0,1909.0
51,26.59,24.16,31.18,21.0,2.0,1909.0
52,23.78,20.970000000000002,27.560000000000002,22.0,2.0,1909.0
53,26.58,23.259999999999998,31.159999999999997,23.0,2.0,1909.0
54,24.8,21.03,28.6,24.0,2.0,1909.0
55,23.68,21.53,28.36,25.0,2.0,1909.0
56,27.25,25.5,32.5,26.0,2.0,1909.0
57,23.17,19.540000000000003,26.340000000000003,27.0,2.0,1909.0
58,25.84,22.12,29.68,28.0,2.0,1909.0
59,32.74,31.330000000000002,35.480000000000004,1.0,3.0,1909.0
60,31.78,29.14,35.56,2.0,3.0,1909.0
61,29.75,27.82,33.5,3.0,3.0,1909.0
62,30.28,26.880000000000003,35.56,4.0,3.0,1909.0
63,28.79,26.29,31.58,5.0,3.0,1909.0
64,33.59,32.38,37.18000000000001,6.0,3.0,1909.0
65,30.23,27.87,35.46,7.0,3.0,1909.0
66,29.94,27.05,32.88,8.0,3.0,1909.0
67,29.55,25.95,35.1,9.0,3.0,1909.0
68,30.38,27.34,35.76,10.0,3.0,1909.0
69,28.91,26.64,33.82,11.0,3.0,1909.0
70,33.05,29.139999999999997,38.099999999999994,12.0,3.0,1909.0
71,29.31,26.41,31.619999999999997,13.0,3.0,1909.0
72,33.29,32.04,38.58,14.0,3.0,1909.0
73,33.37,29.819999999999997,35.739999999999995,15.0,3.0,1909.0
74,30.17,26.25,32.34,16.0,3.0,1909.0
75,32.39,30.59,34.78,17.0,3.0,1909.0
76,29.25,25.93,31.5,18.0,3.0,1909.0
77,30.96,27.39,34.92,19.0,3.0,1909.0
78,32.22,30.98,34.44,20.0,3.0,1909.0
79,30.61,26.66,33.22,21.0,3.0,1909.0
80,30.97,29.5,35.94,22.0,3.0,1909.0
81,33.78,30.450000000000003,38.56,23.0,3.0,1909.0
82,28.34,26.03,31.68,24.0,3.0,1909.0
83,28.03,26.43,30.060000000000002,25.0,3.0,1909.0
84,31.48,28.47,35.96,26.0,3.0,1909.0
85,31.91,29.64,34.82,27.0,3.0,1909.0
86,28.37,26.27,30.740000000000002,28.0,3.0,1909.0
87,32.22,29.7,35.44,29.0,3.0,1909.0
88,32.11,30.09,36.22,30.0,3.0,1909.0
89,30.05,28.54,33.1,31.0,3.0,1909.0
90,32.89,31.580000000000002,35.78,1.0,4.0,1909.0
91,34.91,33.05,37.81999999999999,2.0,4.0,1909.0
92,33.68,32.65,38.36,3.0,4.0,1909.0
93,30.42,29.040000000000003,35.84,4.0,4.0,1909.0
94,29.74,28.279999999999998,33.48,5.0,4.0,1909.0
95,33.49,29.970000000000002,35.980000000000004,6.0,4.0,1909.0
96,34.68,33.34,37.36,7.0,4.0,1909.0
97,30.23,28.98,32.46,8.0,4.0,1909.0
98,31.61,30.48,36.22,9.0,4.0,1909.0
99,31.18,27.45,35.36,10.0,4.0,1909.0
100,32.07,29.23,37.14,11.0,4.0,1909.0
101,31.51,27.53,37.02,12.0,4.0,1909.0
102,32.79,31.45,35.58,13.0,4.0,1909.0
103,30.29,28.369999999999997,34.58,14.0,4.0,1909.0
104,34.71,31.32,40.42,15.0,4.0,1909.0
105,34.230000000000004,32.160000000000004,37.46,16.0,4.0,1909.0
106,30.66,28.72,36.32,17.0,4.0,1909.0
107,34.78,31.650000000000002,40.56,18.0,4.0,1909.0
108,30.36,29.06,32.72,19.0,4.0,1909.0
109,30.98,27.05,33.96,20.0,4.0,1909.0
110,33.98,32.379999999999995,39.959999999999994,21.0,4.0,1909.0
111,32.87,29.499999999999996,37.739999999999995,22.0,4.0,1909.0
112,30.41,26.46,32.82,23.0,4.0,1909.0
113,33.63,30.03,39.260000000000005,24.0,4.0,1909.0
114,31.15,28.189999999999998,33.3,25.0,4.0,1909.0
115,33.25,31.46,37.5,26.0,4.0,1909.0
116,31.88,28.88,37.76,27.0,4.0,1909.0
117,31.98,29.92,36.96,28.0,4.0,1909.0
118,34.09,31.530000000000005,36.18000000000001,29.0,4.0,1909.0
119,32.41,30.229999999999997,36.81999999999999,30.0,4.0,1909.0
120,32.54,31.07,36.08,1.0,5.0,1909.0
121,36.37,35.3,41.739999999999995,2.0,5.0,1909.0
122,37.14,35.87,40.28,3.0,5.0,1909.0
123,33.56,31.53,38.120000000000005,4.0,5.0,1909.0
124,32.02,30.480000000000004,36.040000000000006,5.0,5.0,1909.0
125,33.01,30.93,37.019999999999996,6.0,5.0,1909.0
126,34.94,31.439999999999998,39.879999999999995,7.0,5.0,1909.0
127,33.64,30.35,39.28,8.0,5.0,1909.0
128,37.91,34.919999999999995,43.81999999999999,9.0,5.0,1909.0
129,32.37,29.549999999999997,34.739999999999995,10.0,5.0,1909.0
130,37.66,34.44,40.31999999999999,11.0,5.0,1909.0
131,37.61,34.269999999999996,43.22,12.0,5.0,1909.0
132,32.23,30.08,37.459999999999994,13.0,5.0,1909.0
133,35.93,34.4,39.86,14.0,5.0,1909.0
134,34.33,31.439999999999998,36.66,15.0,5.0,1909.0
135,35.62,33.989999999999995,38.239999999999995,16.0,5.0,1909.0
136,35.34,33.95,40.68000000000001,17.0,5.0,1909.0
137,34.72,33.53,40.44,18.0,5.0,1909.0
138,35.01,32.98,39.019999999999996,19.0,5.0,1909.0
139,36.88,35.61,40.760000000000005,20.0,5.0,1909.0
140,32.82,30.35,38.64,21.0,5.0,1909.0
141,33.77,30.710000000000004,39.540000000000006,22.0,5.0,1909.0
142,32.67,29.060000000000002,37.34,23.0,5.0,1909.0
143,34.0,31.58,39.0,24.0,5.0,1909.0
144,35.1,31.580000000000002,39.2,25.0,5.0,1909.0
145,35.61,33.14,38.22,26.0,5.0,1909.0
146,33.99,30.62,39.980000000000004,27.0,5.0,1909.0
147,32.92,29.64,36.84,28.0,5.0,1909.0
148,36.97,34.85,41.94,29.0,5.0,1909.0
149,34.83,32.5,37.66,30.0,5.0,1909.0
150,33.56,30.21,38.120000000000005,31.0,5.0,1909.0
151,35.5,34.2,39.0,1.0,6.0,1909.0
152,33.07,31.76,38.14,2.0,6.0,1909.0
153,33.73,31.959999999999997,39.459999999999994,3.0,6.0,1909.0
154,30.23,26.65,32.46,4.0,6.0,1909.0
155,35.79,32.96,40.58,5.0,6.0,1909.0
156,35.26,33.379999999999995,37.519999999999996,6.0,6.0,1909.0
157,31.68,30.45,37.36,7.0,6.0,1909.0
158,34.84,31.150000000000002,40.68000000000001,8.0,6.0,1909.0
159,33.0,30.33,37.0,9.0,6.0,1909.0
160,33.61,30.83,38.22,10.0,6.0,1909.0
161,34.58,30.659999999999997,38.16,11.0,6.0,1909.0
162,33.81,30.6,36.620000000000005,12.0,6.0,1909.0
163,30.56,29.25,34.12,13.0,6.0,1909.0
164,30.69,27.12,33.38,14.0,6.0,1909.0
165,33.42,30.23,38.84,15.0,6.0,1909.0
166,31.75,27.83,36.5,16.0,6.0,1909.0
167,33.29,30.08,37.58,17.0,6.0,1909.0
168,33.46,31.44,36.92,18.0,6.0,1909.0
169,33.63,30.94,37.260000000000005,19.0,6.0,1909.0
170,33.65,29.729999999999997,39.3,20.0,6.0,1909.0
171,35.34,32.220000000000006,38.68000000000001,21.0,6.0,1909.0
172,32.52,29.180000000000003,35.040000000000006,22.0,6.0,1909.0
173,33.01,30.389999999999997,35.019999999999996,23.0,6.0,1909.0
174,33.1,31.92,38.2,24.0,6.0,1909.0
175,32.84,31.780000000000005,38.68000000000001,25.0,6.0,1909.0
176,35.53,32.11,38.06,26.0,6.0,1909.0
177,31.55,30.02,37.1,27.0,6.0,1909.0
178,30.97,29.259999999999998,36.94,28.0,6.0,1909.0
179,33.82,30.27,36.64,29.0,6.0,1909.0
180,35.04,33.38,37.08,30.0,6.0,1909.0
181,28.95,27.64,32.9,1.0,7.0,1909.0
182,29.69,25.86,35.38,2.0,7.0,1909.0
183,30.29,27.46,35.58,3.0,7.0,1909.0
184,30.17,28.340000000000003,32.34,4.0,7.0,1909.0
185,29.71,25.96,34.42,5.0,7.0,1909.0
186,28.47,26.52,31.939999999999998,6.0,7.0,1909.0
187,31.03,29.91,33.06,7.0,7.0,1909.0
188,33.53,30.85,38.06,8.0,7.0,1909.0
189,28.66,26.56,32.32,9.0,7.0,1909.0
190,32.26,29.74,37.519999999999996,10.0,7.0,1909.0
191,32.54,29.22,35.08,11.0,7.0,1909.0
192,29.58,26.849999999999998,32.16,12.0,7.0,1909.0
193,33.78,32.1,39.56,13.0,7.0,1909.0
194,33.58,29.599999999999998,36.16,14.0,7.0,1909.0
195,31.98,28.86,36.96,15.0,7.0,1909.0
196,30.81,29.669999999999998,34.62,16.0,7.0,1909.0
197,31.740000000000002,28.490000000000002,34.480000000000004,17.0,7.0,1909.0
198,32.73,31.439999999999998,36.459999999999994,18.0,7.0,1909.0
199,30.97,29.88,33.94,19.0,7.0,1909.0
200,31.5,28.72,35.0,20.0,7.0,1909.0
201,29.54,26.95,32.08,21.0,7.0,1909.0
202,33.0,30.08,37.0,22.0,7.0,1909.0
203,30.23,26.98,32.46,23.0,7.0,1909.0
204,30.740000000000002,29.250000000000004,34.480000000000004,24.0,7.0,1909.0
205,30.3,28.04,32.6,25.0,7.0,1909.0
206,31.39,30.060000000000002,36.78,26.0,7.0,1909.0
207,29.82,26.21,34.64,27.0,7.0,1909.0
208,28.26,25.85,32.52,28.0,7.0,1909.0
209,33.2,31.67,35.400000000000006,29.0,7.0,1909.0
210,32.21,28.77,36.42,30.0,7.0,1909.0
211,31.23,27.41,34.46,31.0,7.0,1909.0
212,30.52,27.95,34.04,1.0,8.0,1909.0
213,30.87,29.810000000000002,34.74,2.0,8.0,1909.0
214,33.51,30.419999999999998,39.019999999999996,3.0,8.0,1909.0
215,30.25,28.03,33.5,4.0,8.0,1909.0
216,33.42,32.35,37.84,5.0,8.0,1909.0
217,32.88,31.070000000000004,37.760000000000005,6.0,8.0,1909.0
218,32.66,29.819999999999997,36.31999999999999,7.0,8.0,1909.0
219,31.72,27.869999999999997,37.44,8.0,8.0,1909.0
220,30.36,27.5,35.72,9.0,8.0,1909.0
221,33.55,30.97,36.099999999999994,10.0,8.0,1909.0
222,30.33,27.2,34.66,11.0,8.0,1909.0
223,28.06,27.049999999999997,33.12,12.0,8.0,1909.0
224,33.83,31.24,37.66,13.0,8.0,1909.0
225,28.42,25.770000000000003,32.84,14.0,8.0,1909.0
226,31.15,28.189999999999998,34.3,15.0,8.0,1909.0
227,29.96,26.79,32.92,16.0,8.0,1909.0
228,31.72,29.869999999999997,36.44,17.0,8.0,1909.0
229,30.65,28.84,35.3,18.0,8.0,1909.0
230,32.1,28.400000000000002,36.2,19.0,8.0,1909.0
231,31.19,29.43,36.38,20.0,8.0,1909.0
232,33.95,31.26,36.900000000000006,21.0,8.0,1909.0
233,32.42,29.090000000000003,36.84,22.0,8.0,1909.0
234,31.19,28.11,33.38,23.0,8.0,1909.0
235,32.85,31.130000000000003,38.7,24.0,8.0,1909.0
236,33.49,30.110000000000003,35.980000000000004,25.0,8.0,1909.0
237,30.32,27.78,33.64,26.0,8.0,1909.0
238,30.3,28.240000000000002,34.6,27.0,8.0,1909.0
239,28.52,26.79,33.04,28.0,8.0,1909.0
240,32.28,31.19,36.56,29.0,8.0,1909.0
241,33.5,32.13,38.0,30.0,8.0,1909.0
242,33.019999999999996,30.989999999999995,35.04,31.0,8.0,1909.0
243,32.77,30.270000000000003,36.540000000000006,1.0,9.0,1909.0
244,34.980000000000004,32.93000000000001,37.96,2.0,9.0,1909.0
245,34.16,30.259999999999998,36.31999999999999,3.0,9.0,1909.0
246,32.23,29.069999999999997,34.459999999999994,4.0,9.0,1909.0
247,34.59,32.64,37.18000000000001,5.0,9.0,1909.0
248,32.32,30.830000000000002,36.64,6.0,9.0,1909.0
249,29.75,26.46,32.5,7.0,9.0,1909.0
250,31.82,29.78,34.64,8.0,9.0,1909.0
251,30.05,28.28,33.1,9.0,9.0,1909.0
252,29.68,26.07,32.36,10.0,9.0,1909.0
253,33.68,31.62,36.36,11.0,9.0,1909.0
254,33.12,30.56,38.239999999999995,12.0,9.0,1909.0
255,33.54,32.39,38.08,13.0,9.0,1909.0
256,30.33,28.369999999999997,32.66,14.0,9.0,1909.0
257,33.78,32.35,38.56,15.0,9.0,1909.0
258,30.63,27.47,34.26,16.0,9.0,1909.0
259,33.27,31.6,37.540000000000006,17.0,9.0,1909.0
260,31.21,28.86,35.42,18.0,9.0,1909.0
261,34.230000000000004,32.910000000000004,36.46,19.0,9.0,1909.0
262,32.01,28.919999999999998,36.019999999999996,20.0,9.0,1909.0
263,30.76,29.700000000000003,33.52,21.0,9.0,1909.0
264,29.24,25.99,31.479999999999997,22.0,9.0,1909.0
265,33.75,32.72,39.5,23.0,9.0,1909.0
266,30.89,27.68,35.78,24.0,9.0,1909.0
267,29.22,27.73,32.44,25.0,9.0,1909.0
268,29.54,27.13,32.08,26.0,9.0,1909.0
269,31.38,27.54,35.76,27.0,9.0,1909.0
270,34.13,30.400000000000002,36.260000000000005,28.0,9.0,1909.0
271,31.69,30.07,37.38,29.0,9.0,1909.0
272,31.13,28.14,34.26,30.0,9.0,1909.0
273,32.97,29.979999999999997,37.94,1.0,10.0,1909.0
274,28.13,26.68,30.259999999999998,2.0,10.0,1909.0
275,33.14,30.740000000000002,38.28,3.0,10.0,1909.0
276,32.9,29.439999999999998,38.8,4.0,10.0,1909.0
277,33.21,31.810000000000002,36.42,5.0,10.0,1909.0
278,29.95,28.0,33.9,6.0,10.0,1909.0
279,30.85,29.75,33.7,7.0,10.0,1909.0
280,30.64,27.34,36.28,8.0,10.0,1909.0
281,32.22,28.25,37.44,9.0,10.0,1909.0
282,31.39,30.19,36.78,10.0,10.0,1909.0
283,29.07,27.28,32.14,11.0,10.0,1909.0
284,29.0,25.990000000000002,33.0,12.0,10.0,1909.0
285,32.19,29.979999999999997,37.379999999999995,13.0,10.0,1909.0
286,28.38,25.11,33.76,14.0,10.0,1909.0
287,30.64,28.54,34.28,15.0,10.0,1909.0
288,32.33,28.52,34.66,16.0,10.0,1909.0
289,30.57,26.78,33.14,17.0,10.0,1909.0
290,29.46,26.73,34.92,18.0,10.0,1909.0
291,30.28,26.75,32.56,19.0,10.0,1909.0
292,28.36,26.81,31.72,20.0,10.0,1909.0
293,31.12,29.5,35.24,21.0,10.0,1909.0
294,32.4,30.9,36.8,22.0,10.0,1909.0
295,32.75,30.61,36.5,23.0,10.0,1909.0
296,33.39,30.85,36.78,24.0,10.0,1909.0
297,31.77,30.49,36.54,25.0,10.0,1909.0
298,29.79,26.03,33.58,26.0,10.0,1909.0
299,30.8,28.89,33.6,27.0,10.0,1909.0
300,30.37,27.150000000000002,35.74,28.0,10.0,1909.0
301,33.31,30.230000000000004,35.620000000000005,29.0,10.0,1909.0
302,28.92,27.19,34.84,30.0,10.0,1909.0
303,32.76,31.099999999999998,38.519999999999996,31.0,10.0,1909.0
304,30.25,27.23,32.5,1.0,11.0,1909.0
305,28.18,27.169999999999998,32.36,2.0,11.0,1909.0
306,26.8,23.53,30.6,3.0,11.0,1909.0
307,28.97,26.529999999999998,34.94,4.0,11.0,1909.0
308,31.240000000000002,28.76,34.480000000000004,5.0,11.0,1909.0
309,27.45,25.509999999999998,29.9,6.0,11.0,1909.0
310,29.62,26.580000000000002,35.24,7.0,11.0,1909.0
311,28.25,24.92,30.5,8.0,11.0,1909.0
312,29.27,26.25,33.54,9.0,11.0,1909.0
313,28.45,25.39,33.9,10.0,11.0,1909.0
314,26.9,24.22,29.799999999999997,11.0,11.0,1909.0
315,27.43,24.58,29.86,12.0,11.0,1909.0
316,30.38,29.23,33.76,13.0,11.0,1909.0
317,30.08,27.549999999999997,32.16,14.0,11.0,1909.0
318,26.73,22.93,31.46,15.0,11.0,1909.0
319,28.83,25.79,32.66,16.0,11.0,1909.0
320,31.88,27.96,34.76,17.0,11.0,1909.0
321,29.82,27.1,33.64,18.0,11.0,1909.0
322,30.63,29.2,36.26,19.0,11.0,1909.0
323,26.13,24.529999999999998,29.259999999999998,20.0,11.0,1909.0
324,27.09,25.259999999999998,31.18,21.0,11.0,1909.0
325,30.06,26.71,32.12,22.0,11.0,1909.0
326,27.83,26.729999999999997,33.66,23.0,11.0,1909.0
327,29.65,26.86,33.3,24.0,11.0,1909.0
328,29.44,26.75,31.880000000000003,25.0,11.0,1909.0
329,28.84,27.24,32.68,26.0,11.0,1909.0
330,27.17,24.89,29.340000000000003,27.0,11.0,1909.0
331,29.71,25.810000000000002,34.42,28.0,11.0,1909.0
332,30.78,27.46,33.56,29.0,11.0,1909.0
333,31.05,27.41,36.1,30.0,11.0,1909.0
334,25.34,22.62,28.68,1.0,12.0,1909.0
335,23.19,20.130000000000003,28.380000000000003,2.0,12.0,1909.0
336,22.26,18.560000000000002,27.520000000000003,3.0,12.0,1909.0
337,25.240000000000002,21.44,28.480000000000004,4.0,12.0,1909.0
338,27.65,24.39,31.299999999999997,5.0,12.0,1909.0
339,24.85,23.560000000000002,28.700000000000003,6.0,12.0,1909.0
340,25.98,22.6,30.96,7.0,12.0,1909.0
341,24.94,23.740000000000002,27.880000000000003,8.0,12.0,1909.0
342,22.26,21.060000000000002,27.520000000000003,9.0,12.0,1909.0
343,22.06,21.02,26.119999999999997,10.0,12.0,1909.0
344,26.11,22.77,28.22,11.0,12.0,1909.0
345,22.98,20.95,27.96,12.0,12.0,1909.0
346,24.99,23.09,28.979999999999997,13.0,12.0,1909.0
347,25.71,24.12,29.42,14.0,12.0,1909.0
348,25.12,21.29,28.240000000000002,15.0,12.0,1909.0
349,26.07,22.85,31.14,16.0,12.0,1909.0
350,26.6,23.48,31.200000000000003,17.0,12.0,1909.0
351,25.97,22.689999999999998,28.939999999999998,18.0,12.0,1909.0
352,23.61,19.93,26.22,19.0,12.0,1909.0
353,25.48,21.96,29.96,20.0,12.0,1909.0
354,22.46,18.54,26.92,21.0,12.0,1909.0
355,25.55,22.76,30.1,22.0,12.0,1909.0
356,27.41,26.34,29.82,23.0,12.0,1909.0
357,22.01,20.700000000000003,24.020000000000003,24.0,12.0,1909.0
358,23.16,21.09,27.32,25.0,12.0,1909.0
359,26.34,24.32,28.68,26.0,12.0,1909.0
360,25.7,23.9,29.4,27.0,12.0,1909.0
361,24.46,22.01,29.92,28.0,12.0,1909.0
362,27.66,24.41,33.32,29.0,12.0,1909.0
363,22.57,18.83,27.14,30.0,12.0,1909.0
364,22.92,21.48,25.840000000000003,31.0,12.0,1909.0
0,22.51,20.650000000000002,27.020000000000003,1.0,1.0,1910.0
1,22.97,19.39,27.939999999999998,2.0,1.0,1910.0
2,25.37,22.380000000000003,28.740000000000002,3.0,1.0,1910.0
3,23.23,20.9,27.46,4.0,1.0,1910.0
4,23.75,20.32,29.5,5.0,1.0,1910.0
5,22.25,19.59,24.5,6.0,1.0,1910.0
6,26.03,23.240000000000002,28.060000000000002,7.0,1.0,1910.0
7,26.86,24.11,32.72,8.0,1.0,1910.0
8,24.5,23.34,27.0,9.0,1.0,1910.0
9,26.93,23.259999999999998,30.86,10.0,1.0,1910.0
10,25.85,23.220000000000002,31.700000000000003,11.0,1.0,1910.0
11,25.56,22.38,30.119999999999997,12.0,1.0,1910.0
12,24.16,20.5,29.32,13.0,1.0,1910.0
13,24.63,22.68,28.259999999999998,14.0,1.0,1910.0
14,26.0,22.65,30.0,15.0,1.0,1910.0
15,22.95,20.25,27.9,16.0,1.0,1910.0
16,24.35,21.64,27.700000000000003,17.0,1.0,1910.0
17,25.85,22.67,31.700000000000003,18.0,1.0,1910.0
18,27.61,24.15,32.22,19.0,1.0,1910.0
19,25.34,21.88,29.68,20.0,1.0,1910.0
20,24.68,22.46,29.36,21.0,1.0,1910.0
21,25.44,23.080000000000002,29.880000000000003,22.0,1.0,1910.0
22,22.47,19.38,26.939999999999998,23.0,1.0,1910.0
23,22.3,19.060000000000002,27.6,24.0,1.0,1910.0
24,23.66,22.26,29.32,25.0,1.0,1910.0
25,26.36,24.32,29.72,26.0,1.0,1910.0
26,26.67,24.740000000000002,30.340000000000003,27.0,1.0,1910.0
27,22.1,20.560000000000002,24.200000000000003,28.0,1.0,1910.0
28,26.55,24.28,31.1,29.0,1.0,1910.0
29,23.4,20.84,28.799999999999997,30.0,1.0,1910.0
30,22.44,18.740000000000002,26.880000000000003,31.0,1.0,1910.0
31,24.8,21.43,27.6,1.0,2.0,1910.0
32,28.04,25.549999999999997,33.08,2.0,2.0,1910.0
